Crop,Year,State,Area (\'000 Hectares),Production (\'000 Tonnes),Yield (Kg per Ha))
Pearl Millet (Bajra),1983-84,Orissa,8.2,9.5,"1,158.54"
Pearl Millet (Bajra),1984-85,Orissa,7.5,8.7,"1,160.00"
Pearl Millet (Bajra),1985-86,Orissa,8.8,10.1,"1,147.73"
Pearl Millet (Bajra),1986-87,Orissa,7.4,5.7,770.27
Pearl Millet (Bajra),1987-88,Orissa,7.7,6.3,818.18
Pearl Millet (Bajra),1988-89,Orissa,7.5,6.2,826.67
Pearl Millet (Bajra),1989-90,Orissa,7.2,6,833.33
Pearl Millet (Bajra),1990-91,Orissa,7,6,857.14
Pearl Millet (Bajra),1991-92,Orissa,8.8,7.8,886.36
Pearl Millet (Bajra),1992-93,Orissa,5.6,3.8,678.57
Pearl Millet (Bajra),1993-94,Orissa,6.9,4,579.71
Pearl Millet (Bajra),1994-95,Orissa,5.7,3,526.32
Pearl Millet (Bajra),1995-96,Orissa,5.6,3.5,625
Pearl Millet (Bajra),1996-97,Orissa,5.3,2.9,547.17
Pearl Millet (Bajra),1997-98,Orissa,3.8,2,526.32
Pearl Millet (Bajra),1998-99,Orissa,3.1,1.7,548.39
Pearl Millet (Bajra),1999-00,Orissa,4,2,500
Pearl Millet (Bajra),2000-01,Orissa,5,2,400
Pearl Millet (Bajra),2001-02,Orissa,4.1,2.3,560.98
Pearl Millet (Bajra),2002-03,Orissa,3.8,1.8,473.68
Pearl Millet (Bajra),2003-04,Orissa,3.3,1.7,515.15
Pearl Millet (Bajra),2004-05,Orissa,3.2,1.6,500
Pearl Millet (Bajra),2005-06,Orissa,2.9,1.6,551.72
Pearl Millet (Bajra),2006-07,Orissa,2.4,1.4,583.33
Pearl Millet (Bajra),2007-08,Orissa,2.7,1.6,592.59
Pearl Millet (Bajra),2008-09,Orissa,3,1.8,600
Pearl Millet (Bajra),2009-10,Orissa,2.78,1.68,604.32
Pearl Millet (Bajra),2010-11,Orissa,3.3,2.1,636.36
Pearl Millet (Bajra),2011-12,Orissa,3.09,1.9,614.89
Pearl Millet (Bajra),2012-13,Orissa,2.84,1.73,609.8
Pearl Millet (Bajra),2013-14,Orissa,3.03,0.7,231.02
Pearl Millet (Bajra),2014-15,Orissa,2.35,0.7,297.87
Pearl Millet (Bajra),2015-16,Orissa,2.11,0.7,331.75
Pearl Millet (Bajra),2016-17,Orissa,1.84,0.7,380.43
Pearl Millet (Bajra),2017-18,Orissa,1.76,0.71,403.3
Pearl Millet (Bajra),1966-67,Pondicherry,1.1,0.8,727.27
Pearl Millet (Bajra),1967-68,Pondicherry,1.2,1.1,916.67
Pearl Millet (Bajra),1968-69,Pondicherry,1.5,1.5,"1,000.00"
Pearl Millet (Bajra),1969-70,Pondicherry,2,2.1,"1,050.00"
Pearl Millet (Bajra),1970-71,Pondicherry,2.2,2.6,"1,181.82"
Pearl Millet (Bajra),1971-72,Pondicherry,1.2,2,"1,666.67"
Pearl Millet (Bajra),1972-73,Pondicherry,0.7,1.3,"1,857.14"
Pearl Millet (Bajra),1973-74,Pondicherry,1,2.1,"2,100.00"
Pearl Millet (Bajra),1974-75,Pondicherry,0.9,2,"2,222.22"
Pearl Millet (Bajra),1975-76,Pondicherry,1.7,4.2,"2,470.59"
Pearl Millet (Bajra),1976-77,Pondicherry,1.7,3.9,"2,294.12"
Pearl Millet (Bajra),1977-78,Pondicherry,1.3,3.8,"2,923.08"
Pearl Millet (Bajra),1978-79,Pondicherry,2,6.1,"3,050.00"
Pearl Millet (Bajra),1979-80,Pondicherry,1.4,5.4,"3,857.14"
Pearl Millet (Bajra),1980-81,Pondicherry,2.3,6.7,"2,913.04"
Pearl Millet (Bajra),1981-82,Pondicherry,1.8,5,"2,777.78"
Pearl Millet (Bajra),1982-83,Pondicherry,1.3,3,"2,307.69"
Pearl Millet (Bajra),1983-84,Pondicherry,1.3,2.7,"2,076.92"
Pearl Millet (Bajra),1984-85,Pondicherry,0.9,3.5,"3,888.89"
Pearl Millet (Bajra),1985-86,Pondicherry,0.8,2.7,"3,375.00"
Pearl Millet (Bajra),1986-87,Pondicherry,0.5,1.3,"2,600.00"
Pearl Millet (Bajra),1987-88,Pondicherry,0.5,1,"2,000.00"
Pearl Millet (Bajra),1988-89,Pondicherry,0.4,1.1,"2,750.00"
Pearl Millet (Bajra),1989-90,Pondicherry,0.9,1.5,"1,666.67"
Pearl Millet (Bajra),1990-91,Pondicherry,0.6,0.8,"1,333.33"
Pearl Millet (Bajra),1991-92,Pondicherry,0.5,0.7,"1,400.00"
Pearl Millet (Bajra),1992-93,Pondicherry,0.4,1,"2,500.00"
Pearl Millet (Bajra),1993-94,Pondicherry,0.3,0.6,"2,000.00"
Pearl Millet (Bajra),1994-95,Pondicherry,0.2,0.3,"1,500.00"
Pearl Millet (Bajra),1995-96,Pondicherry,0.2,0.4,"2,000.00"
Pearl Millet (Bajra),1996-97,Pondicherry,0.3,0.5,"1,666.67"
Pearl Millet (Bajra),1997-98,Pondicherry,0.2,0.4,"2,000.00"
Pearl Millet (Bajra),1998-99,Pondicherry,0.1,0.3,"3,000.00"
Pearl Millet (Bajra),1999-00,Pondicherry,0.2,0.5,"2,500.00"
Pearl Millet (Bajra),2000-01,Pondicherry,0.2,0.5,"2,500.00"
Pearl Millet (Bajra),2001-02,Pondicherry,0.2,0.5,"2,500.00"
Pearl Millet (Bajra),2002-03,Pondicherry,0.2,0.4,"2,000.00"
Pearl Millet (Bajra),2003-04,Pondicherry,0.2,0.4,"2,000.00"
Pearl Millet (Bajra),2004-05,Pondicherry,0.2,0.4,"2,000.00"
Pearl Millet (Bajra),2005-06,Pondicherry,0.2,0.5,"2,500.00"
Pearl Millet (Bajra),2006-07,Pondicherry,0.2,0.5,"2,500.00"
Pearl Millet (Bajra),2007-08,Pondicherry,0.1,0.1,"1,000.00"
Pearl Millet (Bajra),2008-09,Pondicherry,0.1,0.1,"1,000.00"
Pearl Millet (Bajra),2009-10,Pondicherry,0.06,0.11,"1,850.00"
Pearl Millet (Bajra),2010-11,Pondicherry,0.03,0.08,"2,323.53"
Pearl Millet (Bajra),2011-12,Pondicherry,0.03,0.08,"2,666.67"
Pearl Millet (Bajra),2012-13,Pondicherry,0,0.1,
Pearl Millet (Bajra),2013-14,Pondicherry,0,0.04,
Pearl Millet (Bajra),2014-15,Pondicherry,0.01,0.05,"5,000.00"
Pearl Millet (Bajra),2015-16,Pondicherry,0.01,0.05,"7,428.57"
Pearl Millet (Bajra),2016-17,Pondicherry,0.02,0.05,"3,062.50"
Pearl Millet (Bajra),2017-18,Pondicherry,0.01,0.06,"4,285.71"
Pearl Millet (Bajra),2018-19,Puducherry,0.01,0.03,"2,545.00"
Pearl Millet (Bajra),2019-20,Puducherry,0.02,0.06,"2,591.00"
Pearl Millet (Bajra),1966-67,Punjab,184,150,815.22
Pearl Millet (Bajra),1967-68,Punjab,209,208,995.22
Pearl Millet (Bajra),1968-69,Punjab,192,201,"1,046.88"
Pearl Millet (Bajra),1969-70,Punjab,201.3,221.9,"1,102.33"
Pearl Millet (Bajra),1970-71,Punjab,207.1,243,"1,173.35"
Pearl Millet (Bajra),1971-72,Punjab,145.2,171,"1,177.69"
Pearl Millet (Bajra),1972-73,Punjab,128.6,108,839.81
Pearl Millet (Bajra),1973-74,Punjab,147.4,144,976.93
Pearl Millet (Bajra),1974-75,Punjab,131,116,885.5
Pearl Millet (Bajra),1975-76,Punjab,181.7,189,"1,040.18"
Pearl Millet (Bajra),1976-77,Punjab,157,145,923.57
Pearl Millet (Bajra),1977-78,Punjab,105,119,"1,133.33"
Pearl Millet (Bajra),1978-79,Punjab,97,94,969.07
Pearl Millet (Bajra),1979-80,Punjab,46,47,"1,021.74"
Pearl Millet (Bajra),1980-81,Punjab,71,89,"1,253.52"
Pearl Millet (Bajra),1981-82,Punjab,60,60,"1,000.00"
Pearl Millet (Bajra),1982-83,Punjab,42,50,"1,190.48"
Pearl Millet (Bajra),1983-84,Punjab,44,54,"1,227.27"
Pearl Millet (Bajra),1984-85,Punjab,59.3,60,"1,011.80"
Pearl Millet (Bajra),1985-86,Punjab,31,27,870.97
Pearl Millet (Bajra),1986-87,Punjab,23,27,"1,173.91"
Pearl Millet (Bajra),1987-88,Punjab,13,13,"1,000.00"
Pearl Millet (Bajra),1988-89,Punjab,16,13,812.5
Pearl Millet (Bajra),1989-90,Punjab,11,10,909.09
Pearl Millet (Bajra),1990-91,Punjab,11,12,"1,090.91"
Pearl Millet (Bajra),1991-92,Punjab,10,11,"1,100.00"
Pearl Millet (Bajra),1992-93,Punjab,8,8,"1,000.00"
Pearl Millet (Bajra),1993-94,Punjab,16,19,"1,187.50"
Pearl Millet (Bajra),1994-95,Punjab,11,12,"1,090.91"
Pearl Millet (Bajra),1995-96,Punjab,8,8,"1,000.00"
Pearl Millet (Bajra),1996-97,Punjab,6,6,"1,000.00"
Pearl Millet (Bajra),1997-98,Punjab,8,8,"1,000.00"
Pearl Millet (Bajra),1998-99,Punjab,4,4,"1,000.00"
Pearl Millet (Bajra),1999-00,Punjab,5,4,800
Pearl Millet (Bajra),2000-01,Punjab,5,5,"1,000.00"
Pearl Millet (Bajra),2001-02,Punjab,7,7,"1,000.00"
Pearl Millet (Bajra),2002-03,Punjab,7,6,857.14
Pearl Millet (Bajra),2003-04,Punjab,8,8,"1,000.00"
Pearl Millet (Bajra),2004-05,Punjab,7,7,"1,000.00"
Pearl Millet (Bajra),2005-06,Punjab,5,5,"1,000.00"
Pearl Millet (Bajra),2006-07,Punjab,6,6,"1,000.00"
Pearl Millet (Bajra),2007-08,Punjab,4,4,"1,000.00"
Pearl Millet (Bajra),2008-09,Punjab,5,5,"1,000.00"
Pearl Millet (Bajra),2009-10,Punjab,3,4,"1,333.33"
Pearl Millet (Bajra),2010-11,Punjab,3,3,"1,000.00"
Pearl Millet (Bajra),2011-12,Punjab,3,3,"1,000.00"
Pearl Millet (Bajra),2012-13,Punjab,3,3,"1,000.00"
Pearl Millet (Bajra),2013-14,Punjab,0.8,1.85,"2,312.50"
Pearl Millet (Bajra),2014-15,Punjab,,1.44,
Pearl Millet (Bajra),2015-16,Punjab,,1.29,
Pearl Millet (Bajra),2016-17,Punjab,1.2,1.13,941.67
Pearl Millet (Bajra),2017-18,Punjab,1,1.09,"1,089.44"
Pearl Millet (Bajra),2018-19,Punjab,1.1,0.72,651
Pearl Millet (Bajra),2019-20,Punjab,0.5,0.32,635
Pearl Millet (Bajra),1966-67,Rajasthan,"5,014.50","1,228.60",245.01
Pearl Millet (Bajra),1967-68,Rajasthan,"4,891.30","1,423.40",291.01
Pearl Millet (Bajra),1968-69,Rajasthan,"4,563.70",500,109.56
Pearl Millet (Bajra),1969-70,Rajasthan,"4,346.40",807.8,185.85
Pearl Millet (Bajra),1970-71,Rajasthan,"5,126.90","2,673.60",521.48
Pearl Millet (Bajra),1971-72,Rajasthan,"5,099.60","1,363.30",267.33
Pearl Millet (Bajra),1972-73,Rajasthan,"5,234.50",863.9,165.04
Pearl Millet (Bajra),1973-74,Rajasthan,"5,731.20","2,187.20",381.63
Pearl Millet (Bajra),1974-75,Rajasthan,"4,224.30",424.6,100.51
Pearl Millet (Bajra),1975-76,Rajasthan,"3,716.70","1,129.10",303.79
Pearl Millet (Bajra),1976-77,Rajasthan,"3,615.00","1,323.60",366.14
Pearl Millet (Bajra),1977-78,Rajasthan,"4,065.80",803.6,197.65
Pearl Millet (Bajra),1978-79,Rajasthan,"4,532.60","1,147.30",253.12
Pearl Millet (Bajra),1979-80,Rajasthan,"4,266.40",380.7,89.23
Pearl Millet (Bajra),1980-81,Rajasthan,"5,031.70","1,135.20",225.61
Pearl Millet (Bajra),1981-82,Rajasthan,"4,944.80",803.9,162.57
Pearl Millet (Bajra),1982-83,Rajasthan,"4,807.70","1,389.60",289.04
Pearl Millet (Bajra),1983-84,Rajasthan,"4,996.40","2,450.80",490.51
Pearl Millet (Bajra),1984-85,Rajasthan,"4,367.10","1,598.70",366.08
Pearl Millet (Bajra),1985-86,Rajasthan,"4,768.70",731.3,153.35
Pearl Millet (Bajra),1986-87,Rajasthan,"5,281.00","1,015.10",192.22
Pearl Millet (Bajra),1987-88,Rajasthan,"3,571.00",462.8,129.6
Pearl Millet (Bajra),1988-89,Rajasthan,"5,707.90","2,694.20",472.01
Pearl Millet (Bajra),1989-90,Rajasthan,"4,927.80","1,829.80",371.32
Pearl Millet (Bajra),1990-91,Rajasthan,"4,854.80","2,491.90",513.29
Pearl Millet (Bajra),1991-92,Rajasthan,"4,597.00","1,071.70",233.13
